REQUEST,ORDERS,VW_ORDERS,VW_API_REQUESTS
332,357,332,332
REQUEST,,,,,,,,,,,,,,,
Request,"Order Id","Instrument
Position",Action,State,Price,Size,Leverage,"Request
Type","Margin
Mode","Reduce
Only",Memo,"Broker
ID","Create
Time","Expiry
Time","Update
Time"
00E8DACCD332,00E8DACCD332,BD4908006BD6,buy,E1CB25,0,3000,25,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/28 03:21:53.941","2025/01/28 11:21:53.941","2025/01/28 03:21:54.036"
00E8DACCD31A,00E8DACCD31A,7AC4428036E6,buy,E1CB25,0,150,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/28 03:20:57.808","2025/01/28 11:20:57.808","2025/01/28 03:20:57.890"
00E8DACCD2A9,00E8DACCD2A9,9C6981518842,buy,E1CB25,0,1211.2,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/28 03:14:14.194","2025/01/28 11:14:14.194","2025/01/28 03:14:14.297"
00E8DACCD287,00E8DACCD287,4B6517C5BF14,sell,E1CB25,0,500,20,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/28 03:12:56.732","2025/01/28 11:12:56.732","2025/01/28 03:12:56.836"
00E8DACCD271,00E8DACCD271,7AC4428036E6,sell,E1CB25,0,150,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/28 03:11:45.654","2025/01/28 11:11:45.654","2025/01/28 03:11:45.751"
00E8DACCD265,00E8DACCD265,A977139FAE06,buy,E1CB25,0,25877.3,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/28 03:11:04.574","2025/01/28 11:11:04.574","2025/01/28 03:11:04.671"
00E8DACCD25C,00E8DACCD25C,F3771A5B2179,buy,E1CB25,0,16163.8,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/28 03:10:25.593","2025/01/28 11:10:25.593","2025/01/28 03:10:25.682"
00E8DACCCAA6,00E8DACCCAA6,82F70CE52E13,sell,E1CB25,0,1500,50,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/28 01:21:24.515","2025/01/28 09:21:24.515","2025/01/28 01:21:24.607"
00E8DACCC9C2,00E8DACCC9C2,BD4908006BD6,sell,E1CB25,0,1500,25,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/28 01:01:10.240","2025/01/28 09:01:10.240","2025/01/28 01:01:10.320"
00E8DACCC9AE,00E8DACCC9AE,BE4F556576E5,sell,E1CB25,0,1000,25,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/28 01:00:01.034","2025/01/28 09:00:01.034","2025/01/28 01:00:02.396"
00E8DACCC966,00E8DACCC966,BD4908006BD6,sell,E1CB25,0,1500,25,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/28 00:54:47.611","2025/01/28 08:54:47.611","2025/01/28 00:54:47.694"
00E8DACA6250,00E8DACA6250,BE4F556576E5,buy,E1CB25,0,1000,25,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/23 04:46:57.164","2025/01/23 12:46:57.164","2025/01/23 04:46:57.246"
00E8DACA52E2,00E8DACA52E2,BD4908006BD6,buy,E1CB25,0,3000,25,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/23 02:16:53.437","2025/01/23 10:16:53.437","2025/01/23 02:16:53.527"
00E8DACA46E9,00E8DACA46E9,BD4908006BD6,sell,E8FCF7,0.24032,3000,25,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/22 23:41:23.553","2025/01/23 07:41:23.553","2025/01/28 19:32:10.122"
00E8DACA46D3,00E8DACA46D3,BD4908006BD6,sell,E1CB25,0,3000,25,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/22 23:40:15.630","2025/01/23 07:40:15.630","2025/01/22 23:40:15.740"
00E8DACA4677,00E8DACA4677,BE4F556576E5,sell,E1CB25,0.5875,1000,25,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/22 23:34:06.266","2025/01/23 07:34:06.266","2025/01/23 06:36:55.994"
00E8DACA4657,00E8DACA4657,BE4F556576E5,sell,E1CB25,0,1000,25,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/22 23:32:57.201","2025/01/23 07:32:57.201","2025/01/22 23:32:57.303"
00E8DAC93EA9,00E8DAC93EA9,258174323E23,sell,E1CB25,0,1133.2,20,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/21 03:42:03.996","2025/01/21 11:42:03.996","2025/01/21 03:42:04.104"
00E8DAC93DD2,00E8DAC93DD2,258174323E23,buy,E1CB25,0,504.8,20,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/21 03:34:51.579","2025/01/21 11:34:51.579","2025/01/21 03:34:51.702"
00E8DAC93DC0,00E8DAC93DC0,258174323E23,buy,E1CB25,0,628.4,20,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/21 03:34:14.141","2025/01/21 11:34:14.141","2025/01/21 03:34:14.229"
00E8DAC8D1EF,00E8DAC8D1EF,258174323E23,buy,E1CB25,0,530.9,20,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/20 11:49:20.725","2025/01/20 19:49:20.725","2025/01/20 11:49:20.822"
00E8DAC87D99,00E8DAC87D99,258174323E23,sell,E1CB25,0,233.3,20,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/20 01:09:55.544","2025/01/20 09:09:55.544","2025/01/20 01:09:55.624"
00E8DAC855A7,00E8DAC855A7,258174323E23,sell,E1CB25,0.36642,148.8,20,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/19 19:32:54.623","2025/01/20 03:32:54.623","2025/01/19 22:02:59.760"
00E8DAC85543,00E8DAC85543,258174323E23,sell,E1CB25,0,148.8,20,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/19 19:28:13.265","2025/01/20 03:28:13.265","2025/01/19 19:28:13.354"
00E8DAC84DF2,00E8DAC84DF2,F3771A5B2179,sell,E1CB25,0,300,3,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/19 18:03:15.636","2025/01/20 02:03:15.636","2025/01/19 18:03:15.743"
00E8DAC82597,00E8DAC82597,258174323E23,buy,E1CB25,0,130.9,3,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/19 14:07:43.782","2025/01/19 22:07:43.782","2025/01/19 14:07:43.882"
00E8DAC7F409,00E8DAC7F409,258174323E23,sell,E1CB25,0.39373,66.4,3,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/19 07:48:34.427","2025/01/19 15:48:34.427","2025/01/19 09:52:54.062"
00E8DAC7F38E,00E8DAC7F38E,258174323E23,sell,E1CB25,0,64.5,3,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/19 07:46:30.421","2025/01/19 15:46:30.421","2025/01/19 07:46:30.573"
00E8DAC5344D,00E8DAC5344D,F3771A5B2179,buy,E1CB25,0,250,3,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/13 17:57:03.470","2025/01/14 01:57:03.470","2025/01/13 17:57:03.552"
00E8DAC53439,00E8DAC53439,F3771A5B2179,buy,E1CB25,0,50,3,B83296,cross,1,"[Info] Orders.Publish: Order missing; was recieved from Blofin; submitted and processed",,"2025/01/13 17:56:07.462","2025/01/14 01:56:07.462","2025/01/13 17:56:07.555"
ORDERS,,,,,,,,,
"Order Id","Client
Order Id","Order
Category","Order
State","Cancel
Source","Filled 
Size","Filled
Amount","Average
Price",Fee,PNL
00E8DB9D3D29,42C878318A61,4FAE94,97E74E,3D668D,0,0,0,0,0
00E8DB9D22CD,C6E2955AE8AF,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB9C8CDB,E83E16D6903C,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB9C0AB2,24B3249825F4,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB9BCC99,D1F9C37BC0A0,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB96063C,A87F5B3A1F01,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB953182,CDCA06287778,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8EFFA8,1BCE014856E6,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8EA631,0A8957E5E24E,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8D15AB,D4F9243BC6B1,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8D146D,D4F9243BC6B1,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8C73D5,08406FB76DE4,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8C70EB,08406FB76DE4,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8C6969,08406FB76DE4,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8C6080,08406FB76DE4,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8C4226,F84640E7D019,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8C3F59,DFAC76CCD9C7,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8C2015,E9854A64B238,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8B6FCF,C925613E6581,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8B26C3,,4FAE94,70D49C,3D668D,500,0,2.3831,71.493,-1845
00E8DB8ABEFD,08F4D4CC1DA3,4FAE94,70D49C,3D668D,500,0,2.42,24.2,0
00E8DB8ABDBB,,4FAE94,70D49C,3D668D,1500,0,2.4272,218.448,594.999999999999
00E8DB8ABDBA,,4FAE94,70D49C,3D668D,750,0,2.427,109.215,-225
00E8DB8A3D3A,,4FAE94,70D49C,3D668D,750,0,2.43,36.45,0
00E8DB89B930,,4FAE94,70D49C,3D668D,500,0,2.5295,25.295,0
00E8DB89B921,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB89526E,,CF7F21,97E74E,BA05F1,0,0,0,0,0
00E8DB88F47D,E322F05B2C18,4FAE94,70D49C,3D668D,1000,0,2.382,47.64,0
00E8DB88C000,,4FAE94,70D49C,3D668D,1000,0,2.3067,138.402,1530
00E8DB88AD50,DEA6197EB860,4FAE94,70D49C,3D668D,1000,0,2.322,46.44,0
00E8DB88A38B,,4FAE94,70D49C,3D668D,1000,0,2.2921,137.526,3010
00E8DB8813C2,A52293DEB5FF,4FAE94,70D49C,3D668D,1000,0,2.262,45.24,0
00E8DB87CDBB,E2D5C7EE48AE,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB87CA3B,E2D5C7EE48AE,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB87B48A,22261170B29B,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB87ABA9,22261170B29B,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB86A4EE,70A6E8ECA21E,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8607ED,24512DE2D3DE,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB860576,24512DE2D3DE,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB85E2F1,B3CEC99E5D33,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB856339,EAC3B9F761CF,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB8212F7,999CFAC8646F,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB7E55E2,,4FAE94,70D49C,3D668D,1220,0,2.5953,189.97596,2790
00E8DB7DE75B,,4FAE94,70D49C,3D668D,320,0,2.5733,49.40736,0
00E8DB7DD80F,,4FAE94,70D49C,3D668D,400,0,2.6194,62.8656,0
00E8DB7DC8FC,,4FAE94,70D49C,3D668D,500,0,2.6459,79.377,0
00E8DB7CB6E5,,182744,70D49C,3D668D,1250,0,2.6003,195.0225,10200
00E8DB7B5315,,4FAE94,70D49C,3D668D,1250,0,2.6819,201.1425,0
00E8DB7B464D,,CF7F21,70D49C,3D668D,1875,0,2.68079999466667,301.5899994,-11149.999
00E8DB7AFB3C,,4FAE94,70D49C,3D668D,625,0,2.6282,98.5575,0
00E8DB7AF1BE,,4FAE94,70D49C,3D668D,1250,0,2.6179,196.3425,0
00E8DB78E3F5,D89299B310B4,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB78E376,D89299B310B4,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB78404D,6A06BD104D6B,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB781D9C,FD46980A6FD1,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB77CE8A,5E10B25AD0D1,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB76663C,AB686152CF66,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB766569,7563DD92C6AC,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB7664F5,014FF3E92088,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB7663EB,5245C0576371,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB765413,2BEAA0E66CB3,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB762089,E70FE84A583A,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB7574FE,CE1640875E25,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB752052,C667CF77D4B0,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB74ACA2,029E31375212,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB736F03,A65052A5D751,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB736EE7,A65052A5D751,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB7311B1,169250BF3388,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB7311A5,169250BF3388,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB731163,618557EFB01D,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB730F30,E0343B4A002E,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72F71B,90E5989D33AA,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72F446,01FD417529FC,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72F43B,01FD417529FC,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72EE2D,76233299515C,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72EE1E,76233299515C,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72EC0C,307734B957A1,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72EBFB,307734B957A1,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72EB68,49631715BB6F,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72E825,50085FCD1B3C,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72DD69,87E5C5B08EB7,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72CA8F,E140142BE6EC,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB72CA84,E140142BE6EC,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB7272A4,116E7C38EC68,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB7108C0,E091B8C9981C,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB71075B,5867F3601ACE,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB703DBE,A2CB347089EC,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB6FABA4,F57658762DF8,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB6EA4D8,CFB4EEF2E6D8,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB6E8BDC,A58C003334DE,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB6E1C8C,A71E321291A7,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB6CA49D,32A42B79AC32,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB6BE036,9C9D60C23450,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB6B6B91,448DED724226,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB65A248,D69BB9C29D13,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB64AF7D,9B69D051A00D,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB427532,00F06B519851,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB426DC9,00B3CA7353EC,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB426D21,00F036724C36,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB426CDA,00345EC27790,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB426CAA,006BFD05641A,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB426B85,00E31E5182E2,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB42621D,009DB20D5024,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB42619B,0095BF2B955C,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB425FF4,00C437230785,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB425CCC,00613BEA8F9C,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB425CCB,001E9022609C,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB423363,004791E63BA4,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB423257,00AB1458063D,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB422FBC,0092A1D69314,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB42149C,00542DAD1D8A,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB41BE54,007AF42885DA,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB40B9E4,007ED63407E4,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB3EF647,00E2DC09F7D9,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB3EF24A,00FBFF6998FB,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB3E6F46,00A6F47E3979,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB3E221C,00BBB8267A54,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB3D7AEC,008606C7A7CD,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB3D1850,001E6B321CAA,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB3B6BDE,002B672F7CE0,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB3AFA97,00082611E628,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB3A1E5A,00514FE1FEED,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB3A1696,00AB64436F23,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB397869,00109BAD920A,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB38E768,00FBB1FE31FA,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB385C2A,003D6D437FD8,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB381EFE,0058F33E79E9,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB372A98,000FDD0895B4,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB371962,0058CC62DDCC,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB366EA1,004CA7A85686,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB35F373,0047EF655975,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB35A56F,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB33DF3B,00198E70EB0D,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB33BF99,004CAD0FDCBE,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB310E95,003426C873D1,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB306DE5,0079CC337D25,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB2F937A,003E92AF3902,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB2F7643,0096C9CF1707,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB2E1653,00F72E43672F,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB2E14CE,0094448947CA,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB2E0851,,4FAE94,70D49C,3D668D,5700,0,117201.8,400.830156,-13047.615
00E8DB2D91D5,,182744,70D49C,3D668D,100,0,2.9915,17.949,70
00E8DB2D2946,00538E542FAC,4FAE94,70D49C,3D668D,100,0,2.9985,5.997,0
00E8DB2D282C,000D1C460B14,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB2D27FF,001E0CCCA109,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB2C8DBD,,4FAE94,70D49C,3D668D,300,0,114575,20.6235,0
00E8DB2BB43A,,4FAE94,70D49C,3D668D,600,0,113414.2,13.609704,0
00E8DB2B4364,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB25DE04,,4FAE94,70D49C,3D668D,600,0,115783.1,41.681916,0
00E8DB25DDF9,,4FAE94,70D49C,3D668D,600,0,115840.8,41.702688,0
00E8DB253BB6,,4FAE94,70D49C,3D668D,600,0,115500.3,41.580108,0
00E8DB24D5BE,,4FAE94,70D49C,3D668D,600,0,119200,14.304,0
00E8DB24805A,,4FAE94,70D49C,3D668D,600,0,118750,14.25,0
00E8DB202855,,CF7F21,70D49C,3D668D,1800,0,118434,127.90872,-11644.095
00E8DB1C15C5,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB1C15C4,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB1C148B,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB1AF9F5,,4FAE94,70D49C,3D668D,600,0,117875,14.145,0
00E8DB1AC4F8,,4FAE94,70D49C,3D668D,600,0,116200,13.944,0
00E8DB1A9C54,,4FAE94,70D49C,3D668D,600,0,113250,13.59,0
00E8DB19F127,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB198DE3,00614E7B163D,4FAE94,70D49C,3D668D,300,0,109000,6.54,0
00E8DB194AC3,,4FAE94,70D49C,3D668D,300,0,108850,6.531,0
00E8DB194ABB,,4FAE94,70D49C,3D668D,300,0,108375.1,6.502506,0
00E8DB190CB2,9F810C1B1F00,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB19077A,D75C258E2D00,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB17F2E5,,4FAE94,70D49C,3D668D,300,0,109091.7,6.545502,0
00E8DB17739D,,4FAE94,70D49C,3D668D,300,0,107549.8,19.358964,0
00E8DB175416,00000068AFC7,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB17533F,000000773CBC,4FAE94,70D49C,3D668D,300,0,106064.1,6.363846,0
00E8DB17533E,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB14A76E,000000F921CE,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB14A76D,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB1458E7,00000043A912,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB1458E4,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB1458A6,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB145272,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB145265,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB145251,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB1449E8,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB1449D3,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB14474C,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB143087,,4FAE94,70D49C,3D668D,1400,0,105375.7,88.515588,3238.48
00E8DB13CBB2,,4FAE94,70D49C,3D668D,300,0,101756.5,6.10539,0
00E8DB13BD29,,4FAE94,70D49C,3D668D,1400,0,101450.5,85.21842,538.3
00E8DB13B9E1,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A9C9,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A9C2,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A98A,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A966,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A95E,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A94F,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A81E,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A7D3,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A7D0,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A7CD,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A69F,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB13A439,,4FAE94,70D49C,3D668D,1400,0,101835,28.5138,0
00E8DB130C9F,000000BB9710,4FAE94,70D49C,3D668D,100,0,101000,2.02,0
00E8DB130C9E,0000006AE9A3,4FAE94,70D49C,3D668D,100,0,101000,2.02,0
00E8DB130C99,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12DA37,00000099666A,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12DA2F,000000157456,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12DA2C,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12CE39,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12C410,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12C3FE,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12C3A1,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12C257,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12C211,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12C1D4,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12C1AD,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12BFA9,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12B019,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12AFB7,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB12ADF5,,4FAE94,97E74E,BA05F1,0,0,0,0,0
00E8DB123D99,,4FAE94,70D49C,3D668D,300,0,103812.1,18.686178,0
00E8DB123D97,,4FAE94,70D49C,3D668D,300,0,103812.1,18.686178,386.37
00E8DB118B0B,0000008B009F,4FAE94,70D49C,3D668D,300,0,102000.1,6.120006,0
00E8DB1134AB,,4FAE94,70D49C,3D668D,300,0,105100,6.306,0
